Species	Chemical Name	Ordered Freq (GHz) (rest frame, redshifted)	Resolved QNs	CDMS/JPL Intensity	Lovas/AST Intensity	E_L (cm^-1)	E_L (K)	Linelist
t-HCOOH	Formic Acid	202.81521230, 202.81521230	9(3,6)-8(3,5)	-3.40810		46.9115	67.4948	CDMS
t-HCOOH	Formic Acid	203.74244490, 203.74244490	3(2,2)-3(1,3)	-5.72600		6.5434	9.4144	CDMS
t-HCOOH	Formic Acid	203.93741250, 203.93741250	15(1,14)-15(0,15)	-5.20560		87.9179	126.4935	CDMS
t-HCOOH	Formic Acid	204.70717980, 204.70717980	22(6,17)-23(5,18)	-5.90190		262.6376	377.8747	CDMS
t-HCOOH	Formic Acid	205.08086570, 205.08086570	22(6,16)-23(5,19)	-5.90040		262.6254	377.8572	CDMS
t-HCOOH	Formic Acid	205.12775620, 205.12775620	9(2,7)-8(2,6)	-3.34650		36.0058	51.8040	CDMS
t-HCOOH	Formic Acid	207.05774010, 207.05774010	4(2,3)-4(1,4)	-5.58080		9.4303	13.5680	CDMS
t-HCOOH	Formic Acid	208.49523110, 208.49523110	11(3,8)-12(1,11)	-6.70210		62.5258	89.9602	CDMS
t-HCOOH	Formic Acid	208.62391420, 208.62391420	9(1,8)-8(1,7)	-3.30330		30.1255	43.3436	CDMS
t-HCOOH	Formic Acid	208.82862230, 208.82862230	11(0,11)-10(1,10)	-5.08620		41.8215	60.1715	CDMS
t-HCOOH	Formic Acid	209.71364890, 209.71364890	16(5,12)-17(4,13)	-5.80510		150.3228	216.2797	CDMS
t-HCOOH	Formic Acid	210.39166060, 210.39166060	16(5,11)-17(4,14)	-5.80240		150.3005	216.2476	CDMS
t-HCOOH	Formic Acid	210.61061220, 210.61061220	26(2,24)-27(1,27)	-7.09380		271.5641	390.7179	CDMS
t-HCOOH	Formic Acid	210.61850560, 210.61850560	20(2,18)-20(1,19)	-5.01050		162.9409	234.4343	CDMS
t-HCOOH	Formic Acid	211.21816460, 211.21816460	5(2,4)-5(1,5)	-5.47490		13.0370	18.7572	CDMS
t-HCOOH	Formic Acid	211.46055100, 211.46055100	26(2,24)-27(0,27)	-7.04290		271.5357	390.6771	CDMS
t-HCOOH	Formic Acid	212.99384120, 212.99384120	20(4,16)-21(2,19)	-6.56750		186.1952	267.8918	CDMS
t-HCOOH	Formic Acid	213.61009030, 213.61009030	16(1,15)-16(1,16)	-5.22770		99.8013	143.5910	CDMS
